Economy,ADB Country Code,Sector,Country 2018 GDP,Scenario,as % of total GDP,dollar ,Employment (in 000),as % of sector GDP,as % of sector employment,,
Russia,RUS,Hotel and restaurants and Other Personal Services,1657554.647,"Longer containment, larger demand shock",-0.03,555.48,81.00,-1.12,-1.00,,
Russia,RUS,"Light/Heavy Manufacturing, Utilities, and Construction",1657554.647,"Longer containment, larger demand shock",-0.38,6265.59,239.00,-1.64,-1.02,,
Russia,RUS,Transport services,1657554.647,"Longer containment, larger demand shock",-0.36,6047.20,313.00,-5.23,-5.62,,
Russia,RUS,_All,1657554.647,"Longer containment, larger demand shock",-1.84,30541.40,1195.00,-1.84,-1.08,,
Slovak Republic,SVK,"Agriculture, Mining and Quarrying",105904.6322,"Longer containment, larger demand shock",-0.18,187.03,4.00,-4.99,-4.97,,
Slovak Republic,SVK,"Business, Trade, Personal, and Public Services",105904.6322,"Longer containment, larger demand shock",-2.48,2625.10,69.00,-5.07,-5.14,,
Slovak Republic,SVK,Hotel and restaurants and Other Personal Services,105904.6322,"Longer containment, larger demand shock",-0.65,691.53,21.00,-11.21,-10.10,,
Slovak Republic,SVK,"Light/Heavy Manufacturing, Utilities, and Construction",105904.6322,"Longer containment, larger demand shock",-1.79,1892.85,37.00,-5.12,-5.01,,
Slovak Republic,SVK,Transport services,105904.6322,"Longer containment, larger demand shock",-0.87,916.24,20.00,-12.66,-12.99,,
Slovak Republic,SVK,_All,105904.6322,"Longer containment, larger demand shock",-5.96,6312.75,152.00,-5.96,-5.98,,
Slovenia,SVN,"Agriculture, Mining and Quarrying",54007.97211,"Longer containment, larger demand shock",-0.12,66.98,5.00,-4.85,-4.68,,
Slovenia,SVN,"Business, Trade, Personal, and Public Services",54007.97211,"Longer containment, larger demand shock",-3.02,1633.73,32.00,-5.72,-5.80,,
Slovenia,SVN,Hotel and restaurants and Other Personal Services,54007.97211,"Longer containment, larger demand shock",-0.43,229.61,7.00,-7.35,-7.25,,
Slovenia,SVN,"Light/Heavy Manufacturing, Utilities, and Construction",54007.97211,"Longer containment, larger demand shock",-1.61,870.40,18.00,-4.93,-5.01,,
Slovenia,SVN,Transport services,54007.97211,"Longer containment, larger demand shock",-0.89,480.79,9.00,-14.58,-17.16,,
Slovenia,SVN,_All,54007.97211,"Longer containment, larger demand shock",-6.08,3281.51,70.00,-6.08,-6.07,,
Sweden,SWE,"Agriculture, Mining and Quarrying",556086.4889,"Longer containment, larger demand shock",-0.09,516.28,7.00,-5.33,-5.48,,
Sweden,SWE,"Business, Trade, Personal, and Public Services",556086.4889,"Longer containment, larger demand shock",-3.79,21070.85,193.00,-5.88,-5.94,,
Sweden,SWE,Hotel and restaurants and Other Personal Services,556086.4889,"Longer containment, larger demand shock",-0.36,1979.35,43.00,-7.19,-7.59,,
Sweden,SWE,"Light/Heavy Manufacturing, Utilities, and Construction",556086.4889,"Longer containment, larger demand shock",-1.37,7627.48,62.00,-5.62,-5.69,,
Sweden,SWE,Transport services,556086.4889,"Longer containment, larger demand shock",-0.37,2043.17,18.00,-8.26,-7.46,,
Sweden,SWE,_All,556086.4889,"Longer containment, larger demand shock",-5.98,33237.13,323.00,-5.98,-6.12,,
Turkey,TUR,"Agriculture, Mining and Quarrying",771350.3305,"Longer containment, larger demand shock",-0.50,3851.03,343.00,-6.69,-6.70,,
Turkey,TUR,"Business, Trade, Personal, and Public Services",771350.3305,"Longer containment, larger demand shock",-3.26,25173.31,744.00,-7.03,-6.88,,
Turkey,TUR,Hotel and restaurants and Other Personal Services,771350.3305,"Longer containment, larger demand shock",-0.51,3947.17,305.00,-8.50,-8.58,,
Turkey,TUR,"Light/Heavy Manufacturing, Utilities, and Construction",771350.3305,"Longer containment, larger demand shock",-1.83,14106.70,579.00,-5.84,-5.77,,
Turkey,TUR,Transport services,771350.3305,"Longer containment, larger demand shock",-1.66,12832.55,194.00,-18.92,-19.25,,
Turkey,TUR,_All,771350.3305,"Longer containment, larger demand shock",-7.77,59910.76,2164.00,-7.77,-7.09,,
"Taipei,China",TAP,"Agriculture, Mining and Quarrying",608186,"Longer containment, larger demand shock",-0.02,104.85,5.00,-0.99,-0.96,,
"Taipei,China",TAP,"Business, Trade, Personal, and Public Services",608186,"Longer containment, larger demand shock",-0.50,3042.47,55.00,-0.95,-1.07,,
"Taipei,China",TAP,Hotel and restaurants and Other Personal Services,608186,"Longer containment, larger demand shock",-0.47,2857.99,109.00,-6.97,-5.98,,
"Taipei,China",TAP,"Light/Heavy Manufacturing, Utilities, and Construction",608186,"Longer containment, larger demand shock",-1.21,7356.99,118.00,-3.33,-2.62,,
"Taipei,China",TAP,Transport services,608186,"Longer containment, larger demand shock",-0.31,1855.81,53.00,-10.88,-10.79,,
"Taipei,China",TAP,_All,608186,"Longer containment, larger demand shock",-2.50,15218.12,340.00,-2.50,-2.71,,
United States,USA,"Agriculture, Mining and Quarrying",20544343.46,"Longer containment, larger demand shock",-0.16,31900.18,208.00,-5.62,-5.23,,
United States,USA,"Business, Trade, Personal, and Public Services",20544343.46,"Longer containment, larger demand shock",-3.57,732558.07,5842.00,-5.23,-5.23,,
United States,USA,Hotel and restaurants and Other Personal Services,20544343.46,"Longer containment, larger demand shock",-0.48,99605.33,1563.00,-6.85,-6.31,,
United States,USA,"Light/Heavy Manufacturing, Utilities, and Construction",20544343.46,"Longer containment, larger demand shock",-1.04,213018.40,1341.00,-5.37,-5.43,,
United States,USA,Transport services,20544343.46,"Longer containment, larger demand shock",-0.36,73077.78,561.00,-13.22,-10.68,,
United States,USA,_All,20544343.46,"Longer containment, larger demand shock",-5.60,1150159.76,9514.00,-5.60,-5.59,,
Bangladesh,BAN,"Agriculture, Mining and Quarrying",274024.959,"Longer containment, larger demand shock",-0.05,146.94,97.00,-0.34,-0.33,,
Bangladesh,BAN,"Business, Trade, Personal, and Public Services",274024.959,"Longer containment, larger demand shock",-0.11,292.98,35.00,-0.29,-0.21,,
Bangladesh,BAN,Hotel and restaurants and Other Personal Services,274024.959,"Longer containment, larger demand shock",-0.02,45.48,6.00,-0.15,-0.20,,
Bangladesh,BAN,"Light/Heavy Manufacturing, Utilities, and Construction",274024.959,"Longer containment, larger demand shock",-0.24,652.46,158.00,-0.84,-0.95,,
Bangladesh,BAN,Transport services,274024.959,"Longer containment, larger demand shock",-0.02,55.41,11.00,-0.24,-0.23,,
Bangladesh,BAN,_All,274024.959,"Longer containment, larger demand shock",-0.44,1193.27,307.00,-0.44,-0.44,,
Malaysia,MAL,"Agriculture, Mining and Quarrying",358581.9434,"Longer containment, larger demand shock",-0.34,1229.79,24.00,-2.07,-1.24,,
Malaysia,MAL,"Business, Trade, Personal, and Public Services",358581.9434,"Longer containment, larger demand shock",-0.63,2271.22,153.00,-1.38,-1.50,,
Malaysia,MAL,Hotel and restaurants and Other Personal Services,358581.9434,"Longer containment, larger demand shock",-0.56,1999.36,132.00,-10.70,-11.54,,
Malaysia,MAL,"Light/Heavy Manufacturing, Utilities, and Construction",358581.9434,"Longer containment, larger demand shock",-0.47,1701.22,60.00,-1.66,-1.53,,
Malaysia,MAL,Transport services,358581.9434,"Longer containment, larger demand shock",-0.23,809.43,40.00,-6.42,-6.10,,
Malaysia,MAL,_All,358581.9434,"Longer containment, larger demand shock",-2.23,8011.02,409.00,-2.23,-2.29,,
Philippines,PHI,"Agriculture, Mining and Quarrying",330910.3436,"Longer containment, larger demand shock",-0.16,534.98,188.00,-1.60,-1.58,,
Philippines,PHI,"Business, Trade, Personal, and Public Services",330910.3436,"Longer containment, larger demand shock",-0.51,1693.45,202.00,-0.98,-0.97,,
Philippines,PHI,Hotel and restaurants and Other Personal Services,330910.3436,"Longer containment, larger demand shock",-0.40,1315.41,214.00,-9.63,-10.03,,
Philippines,PHI,"Light/Heavy Manufacturing, Utilities, and Construction",330910.3436,"Longer containment, larger demand shock",-0.43,1408.52,93.00,-1.42,-1.23,,
Philippines,PHI,Transport services,330910.3436,"Longer containment, larger demand shock",-0.12,405.26,41.00,-3.42,-3.36,,
Philippines,PHI,_All,330910.3436,"Longer containment, larger demand shock",-1.62,5357.61,739.00,-1.62,-1.69,,
Thailand,THA,"Agriculture, Mining and Quarrying",504992.7577,"Longer containment, larger demand shock",-0.23,1177.81,511.00,-2.89,-2.82,,
Thailand,THA,"Business, Trade, Personal, and Public Services",504992.7577,"Longer containment, larger demand shock",-1.14,5768.19,341.00,-2.44,-2.33,,
Thailand,THA,Hotel and restaurants and Other Personal Services,504992.7577,"Longer containment, larger demand shock",-1.99,10026.45,417.00,-14.95,-23.27,,
Thailand,THA,"Light/Heavy Manufacturing, Utilities, and Construction",504992.7577,"Longer containment, larger demand shock",-0.71,3583.67,222.00,-2.47,-2.71,,
Thailand,THA,Transport services,504992.7577,"Longer containment, larger demand shock",-0.57,2887.90,346.00,-17.80,-16.33,,
Thailand,THA,_All,504992.7577,"Longer containment, larger demand shock",-4.64,23444.02,1837.00,-4.64,-4.10,,
Viet Nam,VIE,"Agriculture, Mining and Quarrying",245213.6864,"Longer containment, larger demand shock",-0.43,1059.11,592.00,-2.74,-2.28,,
Viet Nam,VIE,"Business, Trade, Personal, and Public Services",245213.6864,"Longer containment, larger demand shock",-0.52,1283.04,131.00,-1.56,-1.34,,
Viet Nam,VIE,Hotel and restaurants and Other Personal Services,245213.6864,"Longer containment, larger demand shock",-0.46,1126.41,279.00,-9.71,-9.84,,
Viet Nam,VIE,"Light/Heavy Manufacturing, Utilities, and Construction",245213.6864,"Longer containment, larger demand shock",-1.02,2500.21,266.00,-2.40,-1.95,,
Viet Nam,VIE,Transport services,245213.6864,"Longer containment, larger demand shock",-0.49,1197.78,194.00,-14.17,-13.86,,
Viet Nam,VIE,_All,245213.6864,"Longer containment, larger demand shock",-2.92,7166.55,1463.00,-2.92,-2.73,,
Kazakhstan,KAZ,"Agriculture, Mining and Quarrying",179339.9949,"Longer containment, larger demand shock",-0.74,1331.95,38.00,-3.42,-0.64,,
Kazakhstan,KAZ,"Business, Trade, Personal, and Public Services",179339.9949,"Longer containment, larger demand shock",-0.40,723.22,19.00,-0.91,-0.72,,
Kazakhstan,KAZ,Hotel and restaurants and Other Personal Services,179339.9949,"Longer containment, larger demand shock",-0.07,130.14,4.00,-1.81,-1.52,,
Kazakhstan,KAZ,"Light/Heavy Manufacturing, Utilities, and Construction",179339.9949,"Longer containment, larger demand shock",-0.30,539.88,21.00,-1.43,-1.18,,
Kazakhstan,KAZ,Transport services,179339.9949,"Longer containment, larger demand shock",-0.46,823.97,9.00,-5.27,-3.05,,
Kazakhstan,KAZ,_All,179339.9949,"Longer containment, larger demand shock",-1.98,3549.16,91.00,-1.98,-0.84,,
Mongolia,MON,"Agriculture, Mining and Quarrying",13066.74914,"Longer containment, larger demand shock",-1.28,166.79,6.00,-3.29,-1.40,,
Mongolia,MON,"Business, Trade, Personal, and Public Services",13066.74914,"Longer containment, larger demand shock",-0.49,63.76,6.00,-1.31,-1.18,,
Mongolia,MON,Hotel and restaurants and Other Personal Services,13066.74914,"Longer containment, larger demand shock",-0.25,32.59,9.00,-10.77,-10.80,,
Mongolia,MON,"Light/Heavy Manufacturing, Utilities, and Construction",13066.74914,"Longer containment, larger demand shock",-0.20,26.11,3.00,-1.22,-1.04,,
Mongolia,MON,Transport services,13066.74914,"Longer containment, larger demand shock",-0.51,66.96,7.00,-9.75,-11.02,,
Mongolia,MON,_All,13066.74914,"Longer containment, larger demand shock",-2.73,356.22,29.00,-2.73,-2.33,,
Sri Lanka,SRI,"Agriculture, Mining and Quarrying",88900.77086,"Longer containment, larger demand shock",-0.14,125.11,38.00,-1.20,-1.44,,
Sri Lanka,SRI,"Business, Trade, Personal, and Public Services",88900.77086,"Longer containment, larger demand shock",-0.59,521.27,30.00,-1.55,-1.02,,
Sri Lanka,SRI,Hotel and restaurants and Other Personal Services,88900.77086,"Longer containment, larger demand shock",-0.98,870.48,59.00,-7.76,-12.97,,
Sri Lanka,SRI,"Light/Heavy Manufacturing, Utilities, and Construction",88900.77086,"Longer containment, larger demand shock",-0.43,382.81,37.00,-1.63,-1.74,,
Sri Lanka,SRI,Transport services,88900.77086,"Longer containment, larger demand shock",-1.31,1163.71,56.00,-11.53,-11.53,,
Sri Lanka,SRI,_All,88900.77086,"Longer containment, larger demand shock",-3.45,3063.38,220.00,-3.45,-2.55,,
Pakistan,PAK,"Agriculture, Mining and Quarrying",314588.2105,"Longer containment, larger demand shock",-0.10,325.26,123.00,-0.39,-0.40,,
Pakistan,PAK,"Business, Trade, Personal, and Public Services",314588.2105,"Longer containment, larger demand shock",-0.08,248.85,28.00,-0.19,-0.17,,
Pakistan,PAK,Hotel and restaurants and Other Personal Services,314588.2105,"Longer containment, larger demand shock",-0.01,25.08,3.00,-0.18,-0.17,,
Pakistan,PAK,"Light/Heavy Manufacturing, Utilities, and Construction",314588.2105,"Longer containment, larger demand shock",-0.07,227.54,19.00,-0.43,-0.21,,
Pakistan,PAK,Transport services,314588.2105,"Longer containment, larger demand shock",-0.02,52.31,4.00,-0.17,-0.25,,
Pakistan,PAK,_All,314588.2105,"Longer containment, larger demand shock",-0.28,879.03,176.00,-0.28,-0.30,,
Fiji,FIJ,"Agriculture, Mining and Quarrying",5536.759659,"Longer containment, larger demand shock",-0.40,22.22,6.00,-3.55,-3.55,,
Fiji,FIJ,"Business, Trade, Personal, and Public Services",5536.759659,"Longer containment, larger demand shock",-1.60,88.83,3.00,-2.87,-3.25,,
Fiji,FIJ,Hotel and restaurants and Other Personal Services,5536.759659,"Longer containment, larger demand shock",-3.39,187.85,3.00,-45.30,-34.07,,
Fiji,FIJ,"Light/Heavy Manufacturing, Utilities, and Construction",5536.759659,"Longer containment, larger demand shock",-0.59,32.46,1.00,-3.43,-2.59,,
Fiji,FIJ,Transport services,5536.759659,"Longer containment, larger demand shock",-1.61,88.99,1.00,-19.40,-15.40,,
Fiji,FIJ,_All,5536.759659,"Longer containment, larger demand shock",-7.59,420.33,15.00,-7.59,-4.55,,
Lao People's Democratic Republic,LAO,"Agriculture, Mining and Quarrying",17953.78642,"Longer containment, larger demand shock",-0.35,62.72,22.00,-1.41,-1.09,,
Lao People's Democratic Republic,LAO,"Business, Trade, Personal, and Public Services",17953.78642,"Longer containment, larger demand shock",-0.36,64.03,10.00,-0.88,-0.96,,
Lao People's Democratic Republic,LAO,Hotel and restaurants and Other Personal Services,17953.78642,"Longer containment, larger demand shock",-0.50,89.54,13.00,-10.69,-12.97,,
Lao People's Democratic Republic,LAO,"Light/Heavy Manufacturing, Utilities, and Construction",17953.78642,"Longer containment, larger demand shock",-0.44,78.65,11.00,-1.54,-1.74,,
Lao People's Democratic Republic,LAO,Transport services,17953.78642,"Longer containment, larger demand shock",-0.38,67.35,11.00,-24.26,-9.89,,
Lao People's Democratic Republic,LAO,_All,17953.78642,"Longer containment, larger demand shock",-2.02,362.29,68.00,-2.02,-1.70,,
Brunei Darussalam,BRU,"Agriculture, Mining and Quarrying",13567.35118,"Longer containment, larger demand shock",-1.30,176.51,0.00,-2.83,-0.33,,
Brunei Darussalam,BRU,"Business, Trade, Personal, and Public Services",13567.35118,"Longer containment, larger demand shock",-0.11,15.32,0.00,-0.34,-0.52,,
Brunei Darussalam,BRU,Hotel and restaurants and Other Personal Services,13567.35118,"Longer containment, larger demand shock",-0.22,29.74,1.00,-11.06,-12.34,,
Brunei Darussalam,BRU,"Light/Heavy Manufacturing, Utilities, and Construction",13567.35118,"Longer containment, larger demand shock",-0.38,51.90,0.00,-2.21,-0.85,,
Brunei Darussalam,BRU,Transport services,13567.35118,"Longer containment, larger demand shock",-0.08,10.47,0.00,-4.68,-5.27,,
Brunei Darussalam,BRU,_All,13567.35118,"Longer containment, larger demand shock",-2.09,283.93,2.00,-2.09,-0.92,,
Bhutan,BHU,"Agriculture, Mining and Quarrying",2534.965163,"Longer containment, larger demand shock",-0.07,1.87,1.00,-0.32,-0.33,,
Bhutan,BHU,"Business, Trade, Personal, and Public Services",2534.965163,"Longer containment, larger demand shock",-0.15,3.79,1.00,-0.52,-0.62,,
Bhutan,BHU,Hotel and restaurants and Other Personal Services,2534.965163,"Longer containment, larger demand shock",-0.16,4.10,0.00,-6.12,-4.11,,
Bhutan,BHU,"Light/Heavy Manufacturing, Utilities, and Construction",2534.965163,"Longer containment, larger demand shock",-0.28,7.12,0.00,-0.73,-0.32,,
Bhutan,BHU,Transport services,2534.965163,"Longer containment, larger demand shock",-0.12,3.08,0.00,-1.62,-1.81,,
Bhutan,BHU,_All,2534.965163,"Longer containment, larger demand shock",-0.79,19.96,3.00,-0.79,-0.55,,
Kyrgyz Republic,KGZ,"Agriculture, Mining and Quarrying",8092.836609,"Longer containment, larger demand shock",-0.10,7.75,8.00,-0.59,-0.57,,
Kyrgyz Republic,KGZ,"Business, Trade, Personal, and Public Services",8092.836609,"Longer containment, larger demand shock",-0.54,43.99,11.00,-1.12,-1.52,,
Kyrgyz Republic,KGZ,Hotel and restaurants and Other Personal Services,8092.836609,"Longer containment, larger demand shock",-0.02,1.80,0.00,-0.57,-0.61,,
Kyrgyz Republic,KGZ,"Light/Heavy Manufacturing, Utilities, and Construction",8092.836609,"Longer containment, larger demand shock",-0.33,26.51,5.00,-1.22,-1.28,,
Kyrgyz Republic,KGZ,Transport services,8092.836609,"Longer containment, larger demand shock",-1.20,96.93,9.00,-25.82,-11.03,,
Kyrgyz Republic,KGZ,_All,8092.836609,"Longer containment, larger demand shock",-2.19,176.98,34.00,-2.19,-1.27,,
Cambodia,CAM,"Agriculture, Mining and Quarrying",24542.47406,"Longer containment, larger demand shock",-0.89,218.20,186.00,-3.47,-3.51,,
Cambodia,CAM,"Business, Trade, Personal, and Public Services",24542.47406,"Longer containment, larger demand shock",-0.87,213.32,91.00,-3.14,-3.25,,
Cambodia,CAM,Hotel and restaurants and Other Personal Services,24542.47406,"Longer containment, larger demand shock",-2.39,585.88,77.00,-29.57,-28.73,,
Cambodia,CAM,"Light/Heavy Manufacturing, Utilities, and Construction",24542.47406,"Longer containment, larger demand shock",-0.85,208.57,37.00,-2.59,-2.56,,
Cambodia,CAM,Transport services,24542.47406,"Longer containment, larger demand shock",-2.43,596.36,9.00,-41.71,-41.71,,
Cambodia,CAM,_All,24542.47406,"Longer containment, larger demand shock",-7.43,1822.32,400.00,-7.43,-4.07,,
Maldives,MLD,"Agriculture, Mining and Quarrying",5327.45715,"Longer containment, larger demand shock",-0.33,17.70,12.00,-13.12,-13.12,,
Maldives,MLD,"Business, Trade, Personal, and Public Services",5327.45715,"Longer containment, larger demand shock",-2.35,125.18,5.00,-7.14,-10.54,,
Maldives,MLD,Hotel and restaurants and Other Personal Services,5327.45715,"Longer containment, larger demand shock",-6.77,360.81,2.00,-30.49,-39.70,,
Maldives,MLD,"Light/Heavy Manufacturing, Utilities, and Construction",5327.45715,"Longer containment, larger demand shock",-2.82,150.26,3.00,-7.54,-8.63,,
Maldives,MLD,Transport services,5327.45715,"Longer containment, larger demand shock",-1.90,101.20,1.00,-38.25,-24.82,,
Maldives,MLD,_All,5327.45715,"Longer containment, larger demand shock",-14.17,755.15,22.00,-14.17,-12.69,,
Nepal,NEP,"Agriculture, Mining and Quarrying",29040.39898,"Longer containment, larger demand shock",-0.05,14.94,16.00,-0.17,-0.17,,
Nepal,NEP,"Business, Trade, Personal, and Public Services",29040.39898,"Longer containment, larger demand shock",-0.15,42.51,28.00,-0.34,-0.50,,
Nepal,NEP,Hotel and restaurants and Other Personal Services,29040.39898,"Longer containment, larger demand shock",-0.38,110.53,36.00,-8.05,-7.10,,
Nepal,NEP,"Light/Heavy Manufacturing, Utilities, and Construction",29040.39898,"Longer containment, larger demand shock",-0.04,12.10,11.00,-0.29,-0.36,,
Nepal,NEP,Transport services,29040.39898,"Longer containment, larger demand shock",-0.20,59.20,8.00,-2.95,-1.82,,
Nepal,NEP,_All,29040.39898,"Longer containment, larger demand shock",-0.82,239.28,98.00,-0.82,-0.52,,
Singapore,SIN,"Agriculture, Mining and Quarrying",364156.6578,"Longer containment, larger demand shock",0.00,0.99,0.00,-1.09,-1.09,,
Singapore,SIN,"Business, Trade, Personal, and Public Services",364156.6578,"Longer containment, larger demand shock",-1.00,3653.00,46.00,-1.62,-1.71,,
Singapore,SIN,Hotel and restaurants and Other Personal Services,364156.6578,"Longer containment, larger demand shock",-0.16,571.12,12.00,-3.15,-2.81,,
Singapore,SIN,"Light/Heavy Manufacturing, Utilities, and Construction",364156.6578,"Longer containment, larger demand shock",-0.57,2085.05,14.00,-2.19,-2.03,,
Singapore,SIN,Transport services,364156.6578,"Longer containment, larger demand shock",-0.88,3203.80,47.00,-12.75,-12.81,,
Singapore,SIN,_All,364156.6578,"Longer containment, larger demand shock",-2.61,9513.96,118.00,-2.61,-2.85,,
"Hong Kong, China",HKG,"Agriculture, Mining and Quarrying",362682.0182,"Longer containment, larger demand shock",0.00,2.94,0.00,-1.20,-1.20,,
"Hong Kong, China",HKG,"Business, Trade, Personal, and Public Services",362682.0182,"Longer containment, larger demand shock",-1.19,4303.52,33.00,-1.49,-1.40,,
"Hong Kong, China",HKG,Hotel and restaurants and Other Personal Services,362682.0182,"Longer containment, larger demand shock",-0.20,738.10,15.00,-2.90,-1.60,,
"Hong Kong, China",HKG,"Light/Heavy Manufacturing, Utilities, and Construction",362682.0182,"Longer containment, larger demand shock",-0.06,199.55,5.00,-0.73,-0.78,,
"Hong Kong, China",HKG,Transport services,362682.0182,"Longer containment, larger demand shock",-1.29,4686.65,77.00,-22.82,-22.30,,
"Hong Kong, China",HKG,_All,362682.0182,"Longer containment, larger demand shock",-2.74,9930.77,130.00,-2.74,-3.07,,
Indonesia,INO,"Agriculture, Mining and Quarrying",1042173.301,"Additional impact under Shorter containment, smaller demand shock",-0.29,3073.30,631.00,-1.36,-1.64,,
Indonesia,INO,"Business, Trade, Personal, and Public Services",1042173.301,"Additional impact under Shorter containment, smaller demand shock",-0.62,6472.63,727.00,-1.82,-1.82,,
Indonesia,INO,Hotel and restaurants and Other Personal Services,1042173.301,"Additional impact under Shorter containment, smaller demand shock",-0.10,1015.30,307.00,-1.89,-1.88,,
Indonesia,INO,"Light/Heavy Manufacturing, Utilities, and Construction",1042173.301,"Additional impact under Shorter containment, smaller demand shock",-0.49,5073.49,370.00,-1.46,-1.48,,
Indonesia,INO,Transport services,1042173.301,"Additional impact under Shorter containment, smaller demand shock",-0.10,1087.35,103.00,-1.82,-1.79,,
Indonesia,INO,_All,1042173.301,"Additional impact under Shorter containment, smaller demand shock",-1.60,16722.07,2138.00,-1.60,-1.71,,
India,IND,"Agriculture, Mining and Quarrying",2718732.231,"Additional impact under Shorter containment, smaller demand shock",-0.27,7297.17,4821.00,-1.71,-1.79,,
India,IND,"Business, Trade, Personal, and Public Services",2718732.231,"Additional impact under Shorter containment, smaller demand shock",-0.91,24676.60,2025.00,-1.72,-1.69,,
India,IND,Hotel and restaurants and Other Personal Services,2718732.231,"Additional impact under Shorter containment, smaller demand shock",-0.07,1822.03,452.00,-1.62,-1.64,,
India,IND,"Light/Heavy Manufacturing, Utilities, and Construction",2718732.231,"Additional impact under Shorter containment, smaller demand shock",-0.34,9187.45,2162.00,-1.55,-1.62,,
India,IND,Transport services,2718732.231,"Additional impact under Shorter containment, smaller demand shock",-0.09,2552.24,394.00,-1.66,-1.68,,
India,IND,_All,2718732.231,"Additional impact under Shorter containment, smaller demand shock",-1.67,45535.50,9854.00,-1.67,-1.72,,
Bangladesh,BAN,"Agriculture, Mining and Quarrying",274024.959,"Additional impact under Shorter containment, smaller demand shock",-0.26,725.25,492.00,-1.69,-1.70,,
Bangladesh,BAN,"Business, Trade, Personal, and Public Services",274024.959,"Additional impact under Shorter containment, smaller demand shock",-0.61,1684.85,291.00,-1.68,-1.73,,
Bangladesh,BAN,Hotel and restaurants and Other Personal Services,274024.959,"Additional impact under Shorter containment, smaller demand shock",-0.20,539.72,55.00,-1.80,-1.78,,
Bangladesh,BAN,"Light/Heavy Manufacturing, Utilities, and Construction",274024.959,"Additional impact under Shorter containment, smaller demand shock",-0.41,1127.36,231.00,-1.45,-1.39,,
Bangladesh,BAN,Transport services,274024.959,"Additional impact under Shorter containment, smaller demand shock",-0.15,405.10,82.00,-1.75,-1.75,,
Bangladesh,BAN,_All,274024.959,"Additional impact under Shorter containment, smaller demand shock",-1.64,4482.27,1151.00,-1.64,-1.64,,
Malaysia,MAL,"Agriculture, Mining and Quarrying",358581.9434,"Additional impact under Shorter containment, smaller demand shock",-0.13,460.81,20.00,-0.78,-1.04,,
Malaysia,MAL,"Business, Trade, Personal, and Public Services",358581.9434,"Additional impact under Shorter containment, smaller demand shock",-0.60,2164.62,134.00,-1.31,-1.31,,
Malaysia,MAL,Hotel and restaurants and Other Personal Services,358581.9434,"Additional impact under Shorter containment, smaller demand shock",-0.08,291.82,18.00,-1.56,-1.55,,
Malaysia,MAL,"Light/Heavy Manufacturing, Utilities, and Construction",358581.9434,"Additional impact under Shorter containment, smaller demand shock",-0.22,775.19,33.00,-0.75,-0.85,,
Malaysia,MAL,Transport services,358581.9434,"Additional impact under Shorter containment, smaller demand shock",-0.03,121.28,6.00,-0.96,-0.97,,
Malaysia,MAL,_All,358581.9434,"Additional impact under Shorter containment, smaller demand shock",-1.06,3813.73,212.00,-1.06,-1.19,,
Philippines,PHI,"Agriculture, Mining and Quarrying",330910.3436,"Additional impact under Shorter containment, smaller demand shock",-0.16,514.30,185.00,-1.54,-1.55,,
Philippines,PHI,"Business, Trade, Personal, and Public Services",330910.3436,"Additional impact under Shorter containment, smaller demand shock",-0.83,2745.59,334.00,-1.59,-1.60,,
Philippines,PHI,Hotel and restaurants and Other Personal Services,330910.3436,"Additional impact under Shorter containment, smaller demand shock",-0.06,186.15,28.00,-1.36,-1.33,,
Philippines,PHI,"Light/Heavy Manufacturing, Utilities, and Construction",330910.3436,"Additional impact under Shorter containment, smaller demand shock",-0.44,1459.58,114.00,-1.47,-1.51,,
Philippines,PHI,Transport services,330910.3436,"Additional impact under Shorter containment, smaller demand shock",-0.06,187.02,20.00,-1.58,-1.60,,
Philippines,PHI,_All,330910.3436,"Additional impact under Shorter containment, smaller demand shock",-1.54,5092.64,682.00,-1.54,-1.56,,
Thailand,THA,"Agriculture, Mining and Quarrying",504992.7577,"Additional impact under Shorter containment, smaller demand shock",-0.08,394.34,175.00,-0.97,-0.97,,
Thailand,THA,"Business, Trade, Personal, and Public Services",504992.7577,"Additional impact under Shorter containment, smaller demand shock",-0.58,2941.30,183.00,-1.25,-1.25,,
Thailand,THA,Hotel and restaurants and Other Personal Services,504992.7577,"Additional impact under Shorter containment, smaller demand shock",-0.17,857.80,22.00,-1.28,-1.24,,
Thailand,THA,"Light/Heavy Manufacturing, Utilities, and Construction",504992.7577,"Additional impact under Shorter containment, smaller demand shock",-0.29,1479.77,90.00,-1.02,-1.10,,
Thailand,THA,Transport services,504992.7577,"Additional impact under Shorter containment, smaller demand shock",-0.03,149.15,19.00,-0.92,-0.90,,
Thailand,THA,_All,504992.7577,"Additional impact under Shorter containment, smaller demand shock",-1.15,5822.36,490.00,-1.15,-1.09,,
Viet Nam,VIE,"Agriculture, Mining and Quarrying",245213.6864,"Additional impact under Shorter containment, smaller demand shock",-0.13,319.47,247.00,-0.83,-0.95,,
Viet Nam,VIE,"Business, Trade, Personal, and Public Services",245213.6864,"Additional impact under Shorter containment, smaller demand shock",-0.46,1128.90,157.00,-1.37,-1.60,,
Viet Nam,VIE,Hotel and restaurants and Other Personal Services,245213.6864,"Additional impact under Shorter containment, smaller demand shock",-0.06,152.29,37.00,-1.31,-1.30,,
Viet Nam,VIE,"Light/Heavy Manufacturing, Utilities, and Construction",245213.6864,"Additional impact under Shorter containment, smaller demand shock",-0.37,916.51,147.00,-0.88,-1.08,,
